epoch,sample_id,mode,codec_ce,mean_accuracy,q0_accuracy,residual_accuracy,q0_ce,residual_ce,kl_from_correct,mean_abs_logit_diff
6,ulsan_000006,correct,5.958636432886124,0.0598958358168602,0.1875,0.05138888955116272,3.9366703033447266,6.09343417485555,0.0,0.0
6,ulsan_000006,same,5.958636432886124,0.0598958358168602,0.1875,0.05138888955116272,3.9366703033447266,6.09343417485555,5.820766091346741e-11,0.0
6,ulsan_000006,zero,6.074438065290451,0.0494791679084301,0.1666666716337204,0.0416666679084301,4.505015850067139,6.179066212972005,0.09702436625957489,0.2557374835014343
6,ulsan_000006,random,6.112907230854034,0.046875,0.1666666716337204,0.03888889029622078,4.615016460418701,6.212766615549723,0.1535194218158722,0.3243883550167084
6,ulsan_000006,shuffled,5.965270891785622,0.0546875,0.1875,0.04583333432674408,3.969738245010376,6.098306401570638,0.005198617000132799,0.053616225719451904
6,ulsan_001843,correct,6.480129301548004,0.046875,0.10000000149011612,0.04333333298563957,4.474172115325928,6.613859780629476,0.0,0.0
6,ulsan_001843,same,6.480129301548004,0.046875,0.10000000149011612,0.04333333298563957,4.474172115325928,6.613859780629476,7.79982689547154e-10,0.0
6,ulsan_001843,zero,6.681956440210342,0.04374999925494194,0.05000000074505806,0.04333333298563957,5.828464508056641,6.738855902353922,0.1687370240688324,0.3082728087902069
6,ulsan_001843,random,6.685189634561539,0.046875,0.10000000149011612,0.04333333298563957,5.478472709655762,6.765637429555257,0.16191674768924713,0.3548787534236908
6,ulsan_001843,shuffled,6.490779608488083,0.046875,0.05000000074505806,0.046666666865348816,4.53643274307251,6.621069399515788,0.0016212124610319734,0.032088957726955414
6,ulsan_003503,correct,6.009496837854385,0.0833333358168602,0.1944444477558136,0.07592592388391495,4.274625778198242,6.1251549084981285,0.0,0.0
6,ulsan_003503,same,6.009496837854385,0.0833333358168602,0.1944444477558136,0.07592592388391495,4.274625778198242,6.1251549084981285,-4.608106604631068e-11,0.0
6,ulsan_003503,zero,6.130501329898834,0.0659722238779068,0.1388888955116272,0.06111111119389534,4.846273422241211,6.216116523742675,0.1122034415602684,0.2660059332847595
6,ulsan_003503,random,6.10001876950264,0.0685763880610466,0.1527777761220932,0.06296296417713165,4.5430474281311035,6.203816858927409,0.07610593736171722,0.2287607192993164
6,ulsan_003503,shuffled,6.00751057267189,0.0833333358168602,0.1944444477558136,0.07592592388391495,4.224794864654541,6.1263582865397135,0.003025455167517066,0.046450868248939514
6,ulsan_004854,correct,6.640022903680801,0.015625,0.07692307978868484,0.011538461782038212,4.734246253967285,6.767074680328369,0.0,0.0
6,ulsan_004854,same,6.640022903680801,0.015625,0.07692307978868484,0.011538461782038212,4.734246253967285,6.767074680328369,8.507274051883229e-11,0.0
6,ulsan_004854,zero,6.774053007364273,0.013221153989434242,0.03846153989434242,0.011538461782038212,5.626876354217529,6.850531450907389,0.1326567381620407,0.2974814474582672
6,ulsan_004854,random,6.791723132133484,0.013221153989434242,0.01923076994717121,0.012820512987673283,5.363981246948242,6.886905924479167,0.1249658539891243,0.3149111270904541
6,ulsan_004854,shuffled,6.6390295922756195,0.015625,0.07692307978868484,0.011538461782038212,4.7565388679504395,6.764528973897298,0.0030782476533204317,0.04773673415184021
6,ulsan_006234,correct,6.376528263092041,0.04769736900925636,0.21052631735801697,0.03684210777282715,4.2890944480896,6.515690517425537,0.0,0.0
