epoch,sample_id,mode,codec_ce,mean_accuracy,q0_accuracy,residual_accuracy,q0_ce,residual_ce,kl_from_correct,mean_abs_logit_diff
10,ulsan_004686,correct,6.229605346918106,0.05933544412255287,0.18987342715263367,0.050632912665605545,4.772408485412598,6.326751804351806,0.0,0.0
10,ulsan_004686,same,6.229605346918106,0.05933544412255287,0.18987342715263367,0.050632912665605545,4.772408485412598,6.326751804351806,2.0777925213710802e-10,0.0
10,ulsan_004686,zero,6.444393575191498,0.05458860844373703,0.13924050331115723,0.048945147544145584,6.16680908203125,6.462899208068848,0.2599729895591736,0.44584921002388
10,ulsan_004686,random,6.45507749915123,0.05537974834442139,0.17721518874168396,0.04725738614797592,6.016938209533691,6.484286785125732,0.2648623585700989,0.4434627592563629
10,ulsan_004686,shuffled,6.240335762500763,0.0625,0.18987342715263367,0.05400843918323517,4.806405544281006,6.33593111038208,0.005951984785497189,0.06328010559082031
10,ulsan_004701,correct,6.138302862644196,0.07613635808229446,0.145454540848732,0.07151515036821365,4.330841541290283,6.25880028406779,0.0,0.0
10,ulsan_004701,same,6.138302862644196,0.07613635808229446,0.145454540848732,0.07151515036821365,4.330841541290283,6.25880028406779,3.111463864335917e-10,0.0
10,ulsan_004701,zero,6.371151834726334,0.05568181723356247,0.12727272510528564,0.05090909078717232,5.8157734870910645,6.4081770579020185,0.29951122403144836,0.47053277492523193
10,ulsan_004701,random,6.332061529159546,0.04886363446712494,0.072727270424366,0.04727272689342499,4.83697509765625,6.431733957926432,0.25570210814476013,0.44798004627227783
10,ulsan_004701,shuffled,6.133972555398941,0.07727272808551788,0.16363635659217834,0.07151515036821365,4.295173645019531,6.256559149424235,0.0042591821402311325,0.05443081259727478
10,ulsan_004709,correct,6.419457733631134,0.032451923936605453,0.11538462340831757,0.026923077180981636,5.158538818359375,6.5035189946492515,0.0,0.0
10,ulsan_004709,same,6.419457733631134,0.032451923936605453,0.11538462340831757,0.026923077180981636,5.158538818359375,6.5035189946492515,-2.2387562723796828e-12,0.0
10,ulsan_004709,zero,6.676787108182907,0.024038461968302727,0.03846153989434242,0.023076923564076424,7.085266590118408,6.649555142720541,0.36396586894989014,0.5148807764053345
10,ulsan_004709,random,6.627132147550583,0.026442307978868484,0.05769231170415878,0.024358974769711494,5.946876049041748,6.672482554117838,0.2990856170654297,0.4687916934490204
10,ulsan_004709,shuffled,6.459522724151611,0.030048077926039696,0.05769231170415878,0.028205128386616707,5.3557515144348145,6.533107471466065,0.022271115332841873,0.12478170543909073
10,ulsan_004732,correct,5.964621737599373,0.06578947603702545,0.31578946113586426,0.04912280663847923,3.9803831577301025,6.096904309590657,0.0,0.0
10,ulsan_004732,same,5.964621737599373,0.06578947603702545,0.31578946113586426,0.04912280663847923,3.9803831577301025,6.096904309590657,-1.7155941944846376e-10,0.0
10,ulsan_004732,zero,6.175591289997101,0.04605263099074364,0.15789473056793213,0.038596492260694504,5.745722770690918,6.2042491912841795,0.3398618698120117,0.5161291360855103
10,ulsan_004732,random,6.247437596321106,0.042763158679008484,0.15789473056793213,0.035087719559669495,5.2797532081604,6.311949888865153,0.3482067883014679,0.5099192261695862
10,ulsan_004732,shuffled,5.974071770906448,0.07236842066049576,0.31578946113586426,0.05614035204052925,4.072284698486328,6.100857575734456,0.0026161340065300465,0.03649275377392769
10,ulsan_004734,correct,5.953109383583069,0.10357142984867096,0.22857142984867096,0.095238097012043,4.598606586456299,6.043409570058187,0.0,0.0
10,ulsan_004734,same,5.953109383583069,0.10357142984867096,0.22857142984867096,0.095238097012043,4.598606586456299,6.043409570058187,6.336319802180412e-10,0.0
10,ulsan_004734,zero,6.149952441453934,0.09107142686843872,0.1428571492433548,0.08761904388666153,6.110288143157959,6.152596728006999,0.24568915367126465,0.42248332500457764
10,ulsan_004734,random,6.172945708036423,0.09285714477300644,0.17142857611179352,0.08761904388666153,5.819943428039551,6.196479193369547,0.22257840633392334,0.4057970941066742
10,ulsan_004734,shuffled,5.966168284416199,0.0982142835855484,0.20000000298023224,0.09142857044935226,4.788911819458008,6.0446520487467446,0.0062245652079582214,0.05670934170484543
10,ulsan_004747,correct,6.467897742986679,0.0325520858168602,0.1875,0.02222222276031971,4.489731311798096,6.599775505065918,0.0,0.0
10,ulsan_004747,same,6.467897742986679,0.0325520858168602,0.1875,0.02222222276031971,4.489731311798096,6.599775505065918,6.184563972055912e-10,0.0
10,ulsan_004747,zero,6.768933147192001,0.0260416679084301,0.0833333358168602,0.02222222276031971,6.882504940032959,6.761361694335937,0.34813159704208374,0.49187764525413513
10,ulsan_004747,random,6.711230158805847,0.03515625,0.1875,0.02500000037252903,5.793272495269775,6.772427336374919,0.3061154782772064,0.4975230097770691
10,ulsan_004747,shuffled,6.492424875497818,0.03515625,0.2083333432674408,0.02361111156642437,4.725898265838623,6.610193316141764,0.02570398896932602,0.11989685148000717
10,ulsan_004749,correct,5.634208798408508,0.10326087474822998,0.17391304671764374,0.09855072945356369,4.084705352783203,5.737509028116862,0.0,0.0
10,ulsan_004749,same,5.634208798408508,0.10326087474822998,0.17391304671764374,0.09855072945356369,4.084705352783203,5.737509028116862,-3.036921547572291e-10,0.0
10,ulsan_004749,zero,5.869935840368271,0.06521739065647125,0.08695652335882187,0.06376811861991882,5.792646884918213,5.875088437398275,0.2777765095233917,0.43472820520401
10,ulsan_004749,random,5.871568530797958,0.07880435138940811,0.17391304671764374,0.07246377319097519,5.178990364074707,5.917740408579508,0.3127727806568146,0.47525596618652344
10,ulsan_004749,shuffled,5.672122746706009,0.09239130467176437,0.17391304671764374,0.08695652335882187,4.371232986450195,5.758848730723063,0.016077153384685516,0.09316856414079666
10,ulsan_004765,correct,6.199793368577957,0.0424107164144516,0.25,0.02857143059372902,3.9792962074279785,6.347826512654622,0.0,0.0
10,ulsan_004765,same,6.199793368577957,0.0424107164144516,0.25,0.02857143059372902,3.9792962074279785,6.347826512654622,-6.652304401777442e-11,0.0
10,ulsan_004765,zero,6.432437747716904,0.03125,0.1428571492433548,0.02380952425301075,5.85844087600708,6.470704205830892,0.3090480864048004,0.4771920442581177
10,ulsan_004765,random,6.412584513425827,0.0290178582072258,0.1428571492433548,0.02142857201397419,5.162125587463379,6.495948441823324,0.29875460267066956,0.47105565667152405
