epoch,left,right,overlap_frames,mean_token_agreement,q0_agreement,residual_agreement,exact_sequence_same
6,1,2,100,0.940625011920929,0.949999988079071,0.9399999976158142,False
6,1,3,100,0.9543750286102295,0.9800000190734863,0.9526666402816772,False
6,1,4,100,0.49312499165534973,0.949999988079071,0.46266666054725647,False
6,1,5,100,0.6424999833106995,0.7799999713897705,0.6333333253860474,False
6,1,6,100,0.9587500095367432,0.9700000286102295,0.9580000042915344,False
6,1,7,100,0.6393749713897705,0.949999988079071,0.6186666488647461,False
6,1,8,100,0.4362500011920929,0.75,0.4153333306312561,False
6,1,9,100,0.47437500953674316,0.7799999713897705,0.45399999618530273,False
6,1,10,100,0.7662500143051147,0.8299999833106995,0.7620000243186951,False
6,1,11,100,0.6368749737739563,0.5699999928474426,0.6413333415985107,False
6,1,12,100,0.9281250238418579,0.9399999976158142,0.9273333549499512,False
6,1,13,100,0.8818749785423279,0.949999988079071,0.8773333430290222,False
6,1,14,100,0.44437500834465027,0.75,0.42399999499320984,False
6,1,15,100,0.33375000953674316,0.09000000357627869,0.3499999940395355,False
6,1,16,100,0.3331249952316284,0.1899999976158142,0.3426666557788849,False
6,1,17,100,0.9543750286102295,0.949999988079071,0.9546666741371155,False
6,1,18,79,0.17009493708610535,0.10126582533121109,0.17468354105949402,False
6,1,19,100,0.45750001072883606,0.7599999904632568,0.437333345413208,False
6,1,20,100,0.8443750143051147,0.8600000143051147,0.8433333039283752,False
6,2,3,100,0.9537500143051147,0.9700000286102295,0.9526666402816772,False
6,2,4,100,0.5006250143051147,0.9800000190734863,0.468666672706604,False
6,2,5,100,0.6537500023841858,0.7900000214576721,0.6446666717529297,False
6,2,6,100,0.9731249809265137,0.9800000190734863,0.9726666808128357,False
6,2,7,100,0.6468750238418579,0.9800000190734863,0.624666690826416,False
6,2,8,100,0.41874998807907104,0.7200000286102295,0.3986666798591614,False
6,2,9,100,0.49000000953674316,0.7900000214576721,0.4699999988079071,False
6,2,10,100,0.7743750214576721,0.8399999737739563,0.7699999809265137,False
