epoch,left,right,overlap_frames,mean_token_agreement,q0_agreement,residual_agreement,exact_sequence_same
8,3,17,100,0.9293749928474426,0.9900000095367432,0.9253333210945129,False
8,3,18,29,0.16163793206214905,0.27586206793785095,0.15402299165725708,False
8,3,19,100,0.8999999761581421,0.9900000095367432,0.8939999938011169,False
8,3,20,100,0.9474999904632568,0.9800000190734863,0.9453333616256714,False
8,4,5,100,0.9581249952316284,0.9800000190734863,0.9566666483879089,False
8,4,6,100,0.7481250166893005,0.9800000190734863,0.7326666712760925,False
8,4,7,100,0.5293750166893005,0.9900000095367432,0.4986666738986969,False
8,4,8,100,0.9481250047683716,0.9900000095367432,0.9453333616256714,False
8,4,9,100,0.4362500011920929,0.46000000834465027,0.4346666634082794,False
8,4,10,100,0.9300000071525574,1.0,0.9253333210945129,False
8,4,11,100,0.9356250166893005,0.9800000190734863,0.9326666593551636,False
8,4,12,100,0.8812500238418579,1.0,0.8733333349227905,False
8,4,13,100,0.8981249928474426,0.9800000190734863,0.8926666378974915,False
8,4,14,100,0.6000000238418579,0.9900000095367432,0.5740000009536743,False
8,4,15,100,0.8643749952316284,0.9800000190734863,0.8566666841506958,False
8,4,16,100,0.9131249785423279,0.9800000190734863,0.9086666703224182,False
8,4,17,100,0.9262499809265137,0.9900000095367432,0.921999990940094,False
8,4,18,29,0.1573275923728943,0.27586206793785095,0.14942528307437897,False
8,4,19,100,0.9275000095367432,0.9900000095367432,0.9233333468437195,False
8,4,20,100,0.934374988079071,0.9800000190734863,0.9313333630561829,False
8,5,6,100,0.7425000071525574,1.0,0.7253333330154419,False
8,5,7,100,0.5356249809265137,0.9700000286102295,0.5066666603088379,False
8,5,8,100,0.9574999809265137,0.9900000095367432,0.9553333520889282,False
8,5,9,100,0.42750000953674316,0.4399999976158142,0.4266666769981384,False
8,5,10,100,0.9006249904632568,0.9800000190734863,0.8953333497047424,False
8,5,11,100,0.940625011920929,1.0,0.9366666674613953,False
8,5,12,100,0.8650000095367432,0.9800000190734863,0.8573333621025085,False
8,5,13,100,0.9043750166893005,1.0,0.8980000019073486,False
8,5,14,100,0.5856249928474426,0.9900000095367432,0.5586666464805603,False
8,5,15,100,0.8856250047683716,0.9800000190734863,0.8793333172798157,False
8,5,16,100,0.9237499833106995,0.9800000190734863,0.9200000166893005,False
8,5,17,100,0.9118750095367432,0.9900000095367432,0.9066666960716248,False
8,5,18,29,0.15948276221752167,0.27586206793785095,0.15172414481639862,False
8,5,19,100,0.9418749809265137,0.9900000095367432,0.9386666417121887,False
8,5,20,100,0.9412500262260437,0.9800000190734863,0.9386666417121887,False
8,6,7,100,0.5268750190734863,0.9700000286102295,0.4973333477973938,False
8,6,8,100,0.737500011920929,0.9900000095367432,0.7206666469573975,False
8,6,9,100,0.3943749964237213,0.4399999976158142,0.39133334159851074,False
8,6,10,100,0.731249988079071,0.9800000190734863,0.7146666646003723,False
8,6,11,100,0.7868750095367432,1.0,0.7726666927337646,False
8,6,12,100,0.8149999976158142,0.9800000190734863,0.8040000200271606,False
8,6,13,100,0.8081250190734863,1.0,0.7953333258628845,False
8,6,14,100,0.6675000190734863,0.9900000095367432,0.6460000276565552,False
8,6,15,100,0.7668750286102295,0.9800000190734863,0.7526666522026062,False
8,6,16,100,0.7524999976158142,0.9800000190734863,0.737333357334137,False
8,6,17,100,0.7462499737739563,0.9900000095367432,0.7300000190734863,False
8,6,18,29,0.15086206793785095,0.27586206793785095,0.1425287425518036,False
8,6,19,100,0.7712500095367432,0.9900000095367432,0.7566666603088379,False
8,6,20,100,0.7131249904632568,0.9800000190734863,0.6953333616256714,False
8,7,8,100,0.5456249713897705,0.9800000190734863,0.5166666507720947,False
8,7,9,100,0.5824999809265137,0.44999998807907104,0.5913333296775818,False
8,7,10,100,0.5206249952316284,0.9900000095367432,0.4893333315849304,False
8,7,11,100,0.5237500071525574,0.9700000286102295,0.49399998784065247,False
8,7,12,100,0.5218750238418579,0.9900000095367432,0.4906666576862335,False
8,7,13,100,0.5249999761581421,0.9700000286102295,0.49533334374427795,False
8,7,14,100,0.40312498807907104,0.9800000190734863,0.3646666705608368,False
8,7,15,100,0.5631250143051147,0.9900000095367432,0.5346666574478149,False
8,7,16,100,0.5575000047683716,0.9900000095367432,0.5286666750907898,False
8,7,17,100,0.518750011920929,0.9800000190734863,0.4880000054836273,False
8,7,18,29,0.17241379618644714,0.3103448152542114,0.1632183939218521,False
8,7,19,100,0.5406249761581421,0.9800000190734863,0.5113333463668823,False
8,7,20,100,0.5537499785423279,0.9900000095367432,0.5246666669845581,False
8,8,9,100,0.4206250011920929,0.44999998807907104,0.41866666078567505,False
8,8,10,100,0.8806250095367432,0.9900000095367432,0.8733333349227905,False
8,8,11,100,0.9300000071525574,0.9900000095367432,0.9259999990463257,False
8,8,12,100,0.8650000095367432,0.9900000095367432,0.8566666841506958,False
8,8,13,100,0.893750011920929,0.9900000095367432,0.887333333492279,False
8,8,14,100,0.6031249761581421,1.0,0.5766666531562805,False
8,8,15,100,0.8881250023841858,0.9900000095367432,0.8813333511352539,False
8,8,16,100,0.9524999856948853,0.9900000095367432,0.949999988079071,False
8,8,17,100,0.8843749761581421,1.0,0.8766666650772095,False
8,8,18,29,0.1443965584039688,0.27586206793785095,0.13563218712806702,False
8,8,19,100,0.9506250023841858,1.0,0.9473333358764648,False
8,8,20,100,0.9150000214576721,0.9900000095367432,0.9100000262260437,False
8,9,10,100,0.47437500953674316,0.46000000834465027,0.4753333330154419,False
8,9,11,100,0.4399999976158142,0.4399999976158142,0.4399999976158142,False
8,9,12,100,0.4168750047683716,0.46000000834465027,0.414000004529953,False
8,9,13,100,0.4375,0.4399999976158142,0.437333345413208,False
8,9,14,100,0.4662500023841858,0.44999998807907104,0.4673333466053009,False
8,9,15,100,0.40437498688697815,0.4399999976158142,0.4020000100135803,False
8,9,16,100,0.41312500834465027,0.4399999976158142,0.4113333225250244,False
8,9,17,100,0.47062501311302185,0.44999998807907104,0.47200000286102295,False
8,9,18,29,0.13793103396892548,0.24137930572032928,0.1310344785451889,False
8,9,19,100,0.41749998927116394,0.44999998807907104,0.4153333306312561,False
8,9,20,100,0.4256249964237213,0.4399999976158142,0.4246666729450226,False
8,10,11,100,0.878125011920929,0.9800000190734863,0.8713333606719971,False
8,10,12,100,0.8700000047683716,1.0,0.8613333106040955,False
8,10,13,100,0.859375,0.9800000190734863,0.8513333201408386,False
8,10,14,100,0.5831249952316284,0.9900000095367432,0.5559999942779541,False
8,10,15,100,0.8193749785423279,0.9800000190734863,0.8086666464805603,False
8,10,16,100,0.8543750047683716,0.9800000190734863,0.8460000157356262,False
8,10,17,100,0.9700000286102295,0.9900000095367432,0.968666672706604,False
8,10,18,29,0.17025862634181976,0.27586206793785095,0.1632183939218521,False
8,10,19,100,0.8650000095367432,0.9900000095367432,0.8566666841506958,False
8,10,20,100,0.918749988079071,0.9800000190734863,0.9146666526794434,False
8,11,12,100,0.8981249928474426,0.9800000190734863,0.8926666378974915,False
8,11,13,100,0.9624999761581421,1.0,0.9599999785423279,False
8,11,14,100,0.6100000143051147,0.9900000095367432,0.5846666693687439,False
8,11,15,100,0.8543750047683716,0.9800000190734863,0.8460000157356262,False
8,11,16,100,0.893750011920929,0.9800000190734863,0.8880000114440918,False
8,11,17,100,0.8968750238418579,0.9900000095367432,0.890666663646698,False
8,11,18,29,0.1551724076271057,0.27586206793785095,0.1471264362335205,False
8,11,19,100,0.934374988079071,0.9900000095367432,0.9306666851043701,False
8,11,20,100,0.8949999809265137,0.9800000190734863,0.8893333077430725,False
8,12,13,100,0.9193750023841858,0.9800000190734863,0.9153333306312561,False
8,12,14,100,0.6187499761581421,0.9900000095367432,0.593999981880188,False
8,12,15,100,0.8518750071525574,0.9800000190734863,0.8433333039283752,False
8,12,16,100,0.8837500214576721,0.9800000190734863,0.8773333430290222,False
8,12,17,100,0.856249988079071,0.9900000095367432,0.8473333120346069,False
8,12,18,29,0.1551724076271057,0.27586206793785095,0.1471264362335205,False
8,12,19,100,0.9012500047683716,0.9900000095367432,0.8953333497047424,False
8,12,20,100,0.856249988079071,0.9800000190734863,0.8479999899864197,False
8,13,14,100,0.6118749976158142,0.9900000095367432,0.5866666436195374,False
8,13,15,100,0.8512499928474426,0.9800000190734863,0.8426666855812073,False
8,13,16,100,0.8887500166893005,0.9800000190734863,0.8826666474342346,False
8,13,17,100,0.8693749904632568,0.9900000095367432,0.8613333106040955,False
8,13,18,29,0.15301723778247833,0.27586206793785095,0.14482758939266205,False
8,13,19,100,0.9268749952316284,0.9900000095367432,0.9226666688919067,False
8,13,20,100,0.8606250286102295,0.9800000190734863,0.8526666760444641,False
8,14,15,100,0.6225000023841858,0.9900000095367432,0.5979999899864197,False
8,14,16,100,0.6200000047683716,0.9900000095367432,0.5953333377838135,False
8,14,17,100,0.5943750143051147,1.0,0.5673333406448364,False
8,14,18,29,0.16163793206214905,0.27586206793785095,0.15402299165725708,False
8,14,19,100,0.6012499928474426,1.0,0.5746666789054871,False
8,14,20,100,0.581250011920929,0.9900000095367432,0.5540000200271606,False
8,15,16,100,0.9350000023841858,1.0,0.9306666851043701,False
8,15,17,100,0.8199999928474426,0.9900000095367432,0.8086666464805603,False
8,15,18,29,0.17456896603107452,0.3103448152542114,0.16551724076271057,False
8,15,19,100,0.909375011920929,0.9900000095367432,0.9039999842643738,False
8,15,20,100,0.8743749856948853,1.0,0.8659999966621399,False
8,16,17,100,0.8481249809265137,0.9900000095367432,0.8386666774749756,False
8,16,18,29,0.1551724076271057,0.3103448152542114,0.14482758939266205,False
8,16,19,100,0.9537500143051147,0.9900000095367432,0.9513333439826965,False
8,16,20,100,0.8924999833106995,1.0,0.8853333592414856,False
8,17,18,29,0.17025862634181976,0.27586206793785095,0.1632183939218521,False
8,17,19,100,0.8737499713897705,1.0,0.8653333187103271,False
8,17,20,100,0.9243749976158142,0.9900000095367432,0.9200000166893005,False
8,18,19,29,0.14008620381355286,0.27586206793785095,0.1310344785451889,False
8,18,20,29,0.17241379618644714,0.3103448152542114,0.1632183939218521,False
8,19,20,100,0.8993750214576721,0.9900000095367432,0.8933333158493042,False
