epoch,sample_id,mode,switch_frame,target_frames,generated_frames,length_ratio,mean_accuracy,q0_accuracy,residual_accuracy,per_q_accuracy,first_incorrect_frame,first_q0_incorrect_frame
10,ulsan_000006,normal_ar,0,48,106,2.2083333333333335,0.0052083334885537624,0.02083333395421505,0.00416666679084301,"[0.02083333395421505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02083333395421505, 0.0, 0.02083333395421505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02083333395421505, 0.0]",0,1
10,ulsan_000006,forced_gt_length,0,48,48,1.0,0.0052083334885537624,0.02083333395421505,0.00416666679084301,"[0.02083333395421505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02083333395421505, 0.0, 0.02083333395421505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02083333395421505, 0.0]",0,1
10,ulsan_000006,switch_rollout,12,48,48,1.0,0.018229166860692203,0.1041666641831398,0.01250000037252903,"[0.1041666641831398, 0.0416666679084301, 0.02083333395421505, 0.0, 0.0416666679084301, 0.0, 0.0, 0.02083333395421505, 0.02083333395421505, 0.0, 0.0, 0.0416666679084301, 0.0, 0.0, 0.0, 0.0]",0,3
10,ulsan_000006,switch_rollout,24,48,48,1.0,0.018229166860692203,0.1041666641831398,0.01250000037252903,"[0.1041666641831398, 0.0833333358168602, 0.02083333395421505, 0.0, 0.0416666679084301, 0.0, 0.0, 0.0, 0.02083333395421505, 0.0, 0.0, 0.02083333395421505, 0.0, 0.0, 0.0, 0.0]",0,3
10,ulsan_000006,switch_rollout,38,48,48,1.0,0.019531249883584678,0.1458333283662796,0.011111111318071683,"[0.1458333283662796, 0.0625, 0.02083333395421505, 0.0, 0.0416666679084301, 0.0, 0.0, 0.0, 0.02083333395421505, 0.0, 0.0, 0.02083333395421505, 0.0, 0.0, 0.0, 0.0]",0,3
10,ulsan_000006,teacher_forced,-1,48,48,1.0,0.04947916720993817,0.1666666716337204,0.04166666691501935,"[0.1666666716337204, 0.1041666641831398, 0.0625, 0.0833333358168602, 0.1041666641831398, 0.0625, 0.0416666679084301, 0.0416666679084301, 0.02083333395421505, 0.02083333395421505, 0.0, 0.02083333395421505, 0.0, 0.0, 0.0416666679084301, 0.02083333395421505]",0,3
10,ulsan_000429,normal_ar,0,14,78,5.571428571428571,0.008928571827709675,0.0714285746216774,0.004761904974778493,"[0.0714285746216774, 0.0714285746216774, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,1
10,ulsan_000429,forced_gt_length,0,14,14,1.0,0.008928571827709675,0.0714285746216774,0.004761904974778493,"[0.0714285746216774, 0.0714285746216774, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,1
10,ulsan_000429,switch_rollout,3,14,14,1.0,0.013392857741564512,0.1428571492433548,0.004761904974778493,"[0.1428571492433548, 0.0714285746216774, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,1
10,ulsan_000429,switch_rollout,4,14,14,1.0,0.013392857741564512,0.1428571492433548,0.004761904974778493,"[0.1428571492433548, 0.0714285746216774, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,1
10,ulsan_000429,switch_rollout,7,14,14,1.0,0.013392857741564512,0.1428571492433548,0.004761904974778493,"[0.1428571492433548, 0.0714285746216774, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,1
10,ulsan_000429,teacher_forced,-1,14,14,1.0,0.04464285867288709,0.2142857164144516,0.033333334823449454,"[0.2142857164144516, 0.0714285746216774, 0.0, 0.0714285746216774, 0.1428571492433548, 0.0, 0.0, 0.0, 0.0, 0.0714285746216774, 0.0714285746216774, 0.0, 0.0, 0.0714285746216774, 0.0, 0.0]",0,1
10,ulsan_000819,normal_ar,0,42,250,5.9523809523809526,0.004464285797439516,0.02380952425301075,0.0031746032337347666,"[0.02380952425301075, 0.0, 0.02380952425301075, 0.02380952425301075, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,1
10,ulsan_000819,forced_gt_length,0,42,42,1.0,0.004464285797439516,0.02380952425301075,0.0031746032337347666,"[0.02380952425301075, 0.0, 0.02380952425301075, 0.02380952425301075, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,1
10,ulsan_000819,switch_rollout,10,42,42,1.0,0.0059523810632526875,0.02380952425301075,0.00476190485060215,"[0.02380952425301075, 0.0, 0.0, 0.02380952425301075, 0.0, 0.02380952425301075, 0.0, 0.0, 0.02380952425301075, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,1
10,ulsan_000819,switch_rollout,21,42,42,1.0,0.010416666977107525,0.0476190485060215,0.00793650820851326,"[0.0476190485060215, 0.02380952425301075, 0.0, 0.0714285746216774, 0.0, 0.02380952425301075, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,1
10,ulsan_000819,switch_rollout,32,42,42,1.0,0.010416666977107525,0.0476190485060215,0.00793650820851326,"[0.0476190485060215, 0.02380952425301075, 0.0, 0.0714285746216774, 0.0, 0.02380952425301075, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,1
10,ulsan_000819,teacher_forced,-1,42,42,1.0,0.03125000081490725,0.095238097012043,0.026984127735098205,"[0.095238097012043, 0.095238097012043, 0.02380952425301075, 0.0714285746216774, 0.0476190485060215, 0.0714285746216774, 0.02380952425301075, 0.02380952425301075, 0.02380952425301075, 0.0, 0.02380952425301075, 0.0, 0.0, 0.0, 0.0, 0.0]",0,1
10,ulsan_001087,normal_ar,0,71,250,3.5211267605633805,0.018485915381461382,0.028169013559818268,0.017840375502904255,"[0.028169013559818268, 0.014084506779909134, 0.0422535203397274, 0.07042253762483597, 0.028169013559818268, 0.014084506779909134, 0.0422535203397274, 0.0, 0.0, 0.014084506779909134, 0.0, 0.028169013559818268, 0.0, 0.014084506779909134, 0.0, 0.0]",0,2
10,ulsan_001087,forced_gt_length,0,71,71,1.0,0.018485915381461382,0.028169013559818268,0.017840375502904255,"[0.028169013559818268, 0.014084506779909134, 0.0422535203397274, 0.07042253762483597, 0.028169013559818268, 0.014084506779909134, 0.0422535203397274, 0.0, 0.0, 0.014084506779909134, 0.0, 0.028169013559818268, 0.0, 0.014084506779909134, 0.0, 0.0]",0,2
10,ulsan_001087,switch_rollout,17,71,71,1.0,0.01584507036022842,0.0422535203397274,0.014084507028261821,"[0.0422535203397274, 0.0422535203397274, 0.028169013559818268, 0.09859155118465424, 0.014084506779909134, 0.014084506779909134, 0.0, 0.0, 0.0, 0.014084506779909134, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,2
10,ulsan_001087,switch_rollout,35,71,71,1.0,0.021126760635524988,0.09859155118465424,0.01596244126558304,"[0.09859155118465424, 0.056338027119636536, 0.028169013559818268, 0.09859155118465424, 0.014084506779909134, 0.014084506779909134, 0.0, 0.014084506779909134, 0.0, 0.014084506779909134, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,2
10,ulsan_001087,switch_rollout,61,71,71,1.0,0.03080985927954316,0.15492957830429077,0.022535211344559988,"[0.15492957830429077, 0.07042253762483597, 0.056338027119636536, 0.09859155118465424, 0.014084506779909134, 0.028169013559818268, 0.014084506779909134, 0.014084506779909134, 0.0, 0.028169013559818268, 0.014084506779909134, 0.0, 0.0, 0.0, 0.0, 0.0]",0,2
10,ulsan_001087,teacher_forced,-1,71,71,1.0,0.05633802758529782,0.15492957830429077,0.04976525753736496,"[0.15492957830429077, 0.14084507524967194, 0.11267605423927307, 0.1267605572938919, 0.11267605423927307, 0.0422535203397274, 0.056338027119636536, 0.028169013559818268, 0.014084506779909134, 0.014084506779909134, 0.0, 0.0422535203397274, 0.014084506779909134, 0.014084506779909134, 0.028169013559818268, 0.0]",0,2
10,ulsan_001334,normal_ar,0,42,250,5.9523809523809526,0.028273810050450265,0.095238097012043,0.02380952425301075,"[0.095238097012043, 0.02380952425301075, 0.02380952425301075, 0.02380952425301075, 0.02380952425301075, 0.0476190485060215, 0.02380952425301075, 0.0476190485060215, 0.02380952425301075, 0.0, 0.02380952425301075, 0.02380952425301075, 0.02380952425301075, 0.0, 0.0476190485060215, 0.0]",0,4
10,ulsan_001334,forced_gt_length,0,42,42,1.0,0.028273810050450265,0.095238097012043,0.02380952425301075,"[0.095238097012043, 0.02380952425301075, 0.02380952425301075, 0.02380952425301075, 0.02380952425301075, 0.0476190485060215, 0.02380952425301075, 0.0476190485060215, 0.02380952425301075, 0.0, 0.02380952425301075, 0.02380952425301075, 0.02380952425301075, 0.0, 0.0476190485060215, 0.0]",0,4
10,ulsan_001334,switch_rollout,10,42,42,1.0,0.02380952436942607,0.0714285746216774,0.020634921019275984,"[0.0714285746216774, 0.02380952425301075, 0.02380952425301075, 0.02380952425301075, 0.02380952425301075, 0.0476190485060215, 0.02380952425301075, 0.02380952425301075, 0.02380952425301075, 0.0, 0.02380952425301075, 0.02380952425301075, 0.02380952425301075, 0.0, 0.02380952425301075, 0.0]",0,1
10,ulsan_001334,switch_rollout,21,42,42,1.0,0.028273810166865587,0.095238097012043,0.023809524377187093,"[0.095238097012043, 0.02380952425301075, 0.02380952425301075, 0.02380952425301075, 0.02380952425301075, 0.0476190485060215, 0.02380952425301075, 0.02380952425301075, 0.02380952425301075, 0.0, 0.02380952425301075, 0.0714285746216774, 0.02380952425301075, 0.0, 0.02380952425301075, 0.0]",0,1
10,ulsan_001334,switch_rollout,32,42,42,1.0,0.028273810050450265,0.095238097012043,0.02380952425301075,"[0.095238097012043, 0.0476190485060215, 0.02380952425301075, 0.02380952425301075, 0.02380952425301075, 0.0476190485060215, 0.02380952425301075, 0.02380952425301075, 0.02380952425301075, 0.0, 0.02380952425301075, 0.0476190485060215, 0.02380952425301075, 0.0, 0.02380952425301075, 0.0]",0,1
10,ulsan_001334,teacher_forced,-1,42,42,1.0,0.043154762824997306,0.095238097012043,0.03968254054586093,"[0.095238097012043, 0.095238097012043, 0.02380952425301075, 0.0476190485060215, 0.0476190485060215, 0.02380952425301075, 0.0476190485060215, 0.0476190485060215, 0.0714285746216774, 0.02380952425301075, 0.02380952425301075, 0.02380952425301075, 0.0476190485060215, 0.02380952425301075, 0.02380952425301075, 0.02380952425301075]",0,1
10,ulsan_001743,normal_ar,0,26,250,9.615384615384615,0.026442308444529772,0.03846153989434242,0.025641026347875594,"[0.03846153989434242, 0.03846153989434242, 0.0, 0.03846153989434242, 0.0, 0.0, 0.07692307978868484, 0.0, 0.0, 0.11538461595773697, 0.0, 0.0, 0.0, 0.03846153989434242, 0.07692307978868484, 0.0]",0,1
10,ulsan_001743,forced_gt_length,0,26,26,1.0,0.026442308444529772,0.03846153989434242,0.025641026347875594,"[0.03846153989434242, 0.03846153989434242, 0.0, 0.03846153989434242, 0.0, 0.0, 0.07692307978868484, 0.0, 0.0, 0.11538461595773697, 0.0, 0.0, 0.0, 0.03846153989434242, 0.07692307978868484, 0.0]",0,1
10,ulsan_001743,switch_rollout,6,26,26,1.0,0.014423077227547765,0.19230769574642181,0.002564102659622828,"[0.19230769574642181, 0.0, 0.0, 0.03846153989434242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,4
