epoch,sample_id,switch_frame,frame,relative_to_switch,frame_token_accuracy,q0_correct,residual_accuracy,cumulative_token_accuracy,stop_probability,teacher_frame_token_accuracy,teacher_q0_correct
6,ulsan_000006,0,0,0,0.0625,1.0,0.0,0.0625,0.0028839111328125,0.0625,1.0
6,ulsan_000006,0,1,1,0.0,0.0,0.0,0.03125,0.003082275390625,0.0625,1.0
6,ulsan_000006,0,2,2,0.0,0.0,0.0,0.02083333395421505,0.003936767578125,0.1875,1.0
6,ulsan_000006,0,3,3,0.0,0.0,0.0,0.015625,0.00445556640625,0.0625,0.0
6,ulsan_000006,0,4,4,0.0,0.0,0.0,0.012500000186264515,0.00360107421875,0.125,1.0
6,ulsan_000006,0,5,5,0.0625,0.0,0.06666667014360428,0.02083333395421505,0.0017547607421875,0.0625,0.0
6,ulsan_000006,0,6,6,0.0,0.0,0.0,0.01785714365541935,0.00170135498046875,0.0,0.0
6,ulsan_000006,0,7,7,0.0,0.0,0.0,0.015625,0.0023193359375,0.0625,0.0
6,ulsan_000006,0,8,8,0.0,0.0,0.0,0.013888888992369175,0.00159454345703125,0.0,0.0
6,ulsan_000006,0,9,9,0.0,0.0,0.0,0.012500000186264515,0.00170135498046875,0.0625,0.0
6,ulsan_000006,0,10,10,0.0,0.0,0.0,0.011363636702299118,0.0023193359375,0.1875,0.0
6,ulsan_000006,0,11,11,0.0,0.0,0.0,0.010416666977107525,0.00154876708984375,0.125,0.0
6,ulsan_000006,0,12,12,0.0,0.0,0.0,0.009615384973585606,0.00262451171875,0.1875,1.0
6,ulsan_000006,0,13,13,0.0,0.0,0.0,0.008928571827709675,0.003173828125,0.25,1.0
6,ulsan_000006,0,14,14,0.0,0.0,0.0,0.008333333767950535,0.0029754638671875,0.125,1.0
6,ulsan_000006,0,15,15,0.0,0.0,0.0,0.0078125,0.00445556640625,0.1875,0.0
6,ulsan_000006,0,16,16,0.0,0.0,0.0,0.007352941203862429,0.00433349609375,0.0,0.0
6,ulsan_000006,0,17,17,0.0,0.0,0.0,0.0069444444961845875,0.006103515625,0.0625,0.0
6,ulsan_000006,0,18,18,0.0,0.0,0.0,0.00657894741743803,0.00885009765625,0.0625,0.0
6,ulsan_000006,0,19,19,0.0625,0.0,0.06666667014360428,0.00937500037252903,0.00860595703125,0.0625,0.0
6,ulsan_000006,0,20,20,0.0,0.0,0.0,0.008928571827709675,0.0057373046875,0.0,0.0
6,ulsan_000006,0,21,21,0.0,0.0,0.0,0.008522727526724339,0.0128173828125,0.0,0.0
6,ulsan_000006,0,22,22,0.0,0.0,0.0,0.008152173832058907,0.010986328125,0.0625,0.0
6,ulsan_000006,0,23,23,0.0,0.0,0.0,0.0078125,0.0341796875,0.0,0.0
6,ulsan_000006,0,24,24,0.0,0.0,0.0,0.007499999832361937,0.029296875,0.0625,0.0
6,ulsan_000006,0,25,25,0.0625,0.0,0.06666667014360428,0.009615384973585606,0.07177734375,0.125,0.0
6,ulsan_000006,0,26,26,0.0,0.0,0.0,0.009259259328246117,0.03173828125,0.0,0.0
6,ulsan_000006,0,27,27,0.0,0.0,0.0,0.008928571827709675,0.058349609375,0.0625,0.0
6,ulsan_000006,0,28,28,0.0625,0.0,0.06666667014360428,0.010775862261652946,0.08251953125,0.0,0.0
6,ulsan_000006,0,29,29,0.0,0.0,0.0,0.010416666977107525,0.11572265625,0.125,0.0
6,ulsan_000006,0,30,30,0.0,0.0,0.0,0.010080644860863686,0.6796875,0.0,0.0
6,ulsan_000006,0,31,31,0.0,0.0,0.0,0.009765625,0.53515625,0.0625,1.0
6,ulsan_000006,0,32,32,0.0,0.0,0.0,0.009469697251915932,0.47265625,0.0,0.0
6,ulsan_000006,0,33,33,0.0,0.0,0.0,0.009191176854074001,0.74609375,0.0625,1.0
6,ulsan_000006,0,34,34,0.0,0.0,0.0,0.008928571827709675,0.87109375,0.0625,0.0
