epoch,sample_id,q,frames,exact_accuracy,mean_embedding_distance,wrong_only_embedding_distance,random_pair_distance
8,ulsan_000006,0,48,0.1458333283662796,8.051188468933105,9.42578125,14.114415168762207
8,ulsan_000006,1,48,0.125,1.7506537437438965,2.000746965408325,4.299781322479248
8,ulsan_000006,2,48,0.0625,1.0872467756271362,1.1597298383712769,1.4724929332733154
8,ulsan_000006,3,48,0.125,0.7484588623046875,0.8553816676139832,1.108340859413147
8,ulsan_000006,4,48,0.0833333358168602,0.720723569393158,0.7862438559532166,0.9223368167877197
8,ulsan_000006,5,48,0.0416666679084301,0.637063205242157,0.6647616624832153,0.8032205104827881
8,ulsan_000006,6,48,0.0625,0.5593311190605164,0.5966197848320007,0.7136799097061157
8,ulsan_000006,7,48,0.0416666679084301,0.5034583210945129,0.5253478288650513,0.6476784348487854
8,ulsan_000006,8,48,0.0,0.4857308566570282,0.4857308566570282,0.5922175645828247
8,ulsan_000006,9,48,0.0,0.44049644470214844,0.44049644470214844,0.5459945201873779
8,ulsan_000006,10,48,0.02083333395421505,0.4082735478878021,0.416960209608078,0.5068403482437134
8,ulsan_000006,11,48,0.0416666679084301,0.37140247225761414,0.38755035400390625,0.4751829504966736
8,ulsan_000006,12,48,0.0,0.3773843050003052,0.3773843050003052,0.44645044207572937
8,ulsan_000006,13,48,0.0,0.35528746247291565,0.35528746247291565,0.4209570288658142
8,ulsan_000006,14,48,0.02083333395421505,0.33493170142173767,0.34205788373947144,0.3982647955417633
8,ulsan_000006,15,48,0.02083333395421505,0.3087831735610962,0.3153529763221741,0.3747651278972626
8,ulsan_001843,0,20,0.10000000149011612,9.144210815429688,10.160235404968262,14.114415168762207
8,ulsan_001843,1,20,0.05000000074505806,2.3587732315063477,2.4829189777374268,4.299781322479248
8,ulsan_001843,2,20,0.05000000074505806,1.1506507396697998,1.2112113237380981,1.4724929332733154
8,ulsan_001843,3,20,0.05000000074505806,0.972063422203064,1.0232247114181519,1.108340859413147
8,ulsan_001843,4,20,0.05000000074505806,0.8500051498413086,0.8947422504425049,0.9223368167877197
8,ulsan_001843,5,20,0.05000000074505806,0.7098288536071777,0.7471882700920105,0.8032205104827881
8,ulsan_001843,6,20,0.05000000074505806,0.6471320986747742,0.6811916828155518,0.7136799097061157
8,ulsan_001843,7,20,0.05000000074505806,0.5979655385017395,0.6294374465942383,0.6476784348487854
8,ulsan_001843,8,20,0.05000000074505806,0.5388598442077637,0.5672208666801453,0.5922175645828247
8,ulsan_001843,9,20,0.05000000074505806,0.5017430186271667,0.5281505584716797,0.5459945201873779
8,ulsan_001843,10,20,0.05000000074505806,0.44817835092544556,0.4717666804790497,0.5068403482437134
8,ulsan_001843,11,20,0.10000000149011612,0.4229600429534912,0.4699556529521942,0.4751829504966736
8,ulsan_001843,12,20,0.05000000074505806,0.4072911739349365,0.42872753739356995,0.44645044207572937
8,ulsan_001843,13,20,0.0,0.4104180932044983,0.4104180932044983,0.4209570288658142
8,ulsan_001843,14,20,0.0,0.38022029399871826,0.38022029399871826,0.3982647955417633
8,ulsan_001843,15,20,0.0,0.3425498306751251,0.3425498306751251,0.3747651278972626
8,ulsan_003503,0,72,0.1805555522441864,8.744284629821777,10.670991897583008,14.114415168762207
8,ulsan_003503,1,72,0.0833333358168602,1.923046588897705,2.0978689193725586,4.299781322479248
8,ulsan_003503,2,72,0.125,1.0746147632598877,1.2281311750411987,1.4724929332733154
8,ulsan_003503,3,72,0.0972222238779068,0.9118114113807678,1.0100064277648926,1.108340859413147
8,ulsan_003503,4,72,0.0833333358168602,0.7608370780944824,0.830004096031189,0.9223368167877197
8,ulsan_003503,5,72,0.0694444477558136,0.6711246967315674,0.7212086319923401,0.8032205104827881
8,ulsan_003503,6,72,0.0833333358168602,0.6049469709396362,0.6599422097206116,0.7136799097061157
8,ulsan_003503,7,72,0.0833333358168602,0.535531759262085,0.5842164754867554,0.6476784348487854
8,ulsan_003503,8,72,0.0833333358168602,0.4999014437198639,0.5453470349311829,0.5922175645828247
8,ulsan_003503,9,72,0.0833333358168602,0.4429875910282135,0.48325926065444946,0.5459945201873779
8,ulsan_003503,10,72,0.0694444477558136,0.43200525641441345,0.46424439549446106,0.5068403482437134
8,ulsan_003503,11,72,0.0694444477558136,0.39935004711151123,0.42915230989456177,0.4751829504966736
8,ulsan_003503,12,72,0.0416666679084301,0.35933730006217957,0.37496069073677063,0.44645044207572937
8,ulsan_003503,13,72,0.0694444477558136,0.3491998612880707,0.37525954842567444,0.4209570288658142
8,ulsan_003503,14,72,0.0972222238779068,0.32702112197875977,0.3622387945652008,0.3982647955417633
8,ulsan_003503,15,72,0.0694444477558136,0.3057712912559509,0.32859006524086,0.3747651278972626
8,ulsan_004854,0,52,0.11538461595773697,9.239206314086914,10.444319725036621,14.114415168762207
8,ulsan_004854,1,52,0.01923076994717121,2.3227591514587402,2.3683032989501953,4.299781322479248
